"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL471789";"GSK-1030059A";"None";"476.48";"1";"5.90";"GSK1030059A";"COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC";"Inhibition";"'='";"-1.78";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-1.78"
"CHEMBL458438";"GSK-1511931A";"None";"508.63";"2";"5.53";"GSK1511931A";"COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1";"Inhibition";"'='";"-4.59";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-4.59"
"CHEMBL1081292";"";"None";"406.44";"1";"5.27";"5";"COc1ccc(-c2cccc3nc(Nc4cc(OC)c(OC)c(OC)c4)oc23)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1102773";"Inhibition of GST-tagged TYK2 assessed as inhibition of biotinylated IRS1 substrate phosphorylation after 60 mins by caliper mobility shift assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154949";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"10.0"
"CHEMBL3359916";"";"None";"302.38";"0";"1.78";"4e";"CC1(C)C[C@@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"21.67";"0.41";"4.77";"7.07";"0";"CHEMBL3377595";"Inhibition of TYK2 (unknown origin) by caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352641";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"280.0"
"CHEMBL5076728";"";"None";"451.51";"0";"4.01";"15d";"O=C(CCCCCCn1cc(Nc2ncc3ccn(Cc4ccccc4F)c3n2)cn1)NO";"Inhibition";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5038985";"Inhibition of human recombinant TYK2 assessed as reduction in substrate phosphorylation at 500 nM using ATP and Ulight-CKKSRGDYMTMQIG (IRS-1) incubated for 60 min by LANCE detection method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038570";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 500.0 nM | TIME = 1.0 hr";"INHIBITOR";"";"90.0"
"CHEMBL1909405";"GW618013A";"None";"554.57";"0";"4.98";"GW618013A";"CN(C)CCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1.CS(=O)(=O)O";"Inhibition";"'='";"-0.14";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-0.14"
"CHEMBL1794067";"GSK-978744A";"None";"487.97";"0";"3.71";"GSK978744A";"C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@@H](O)CO)cc32)sc1C(N)=O)c1ccccc1Cl";"Inhibition";"'='";"2.03";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"2.03"
"CHEMBL2012519";"";"None";"364.39";"0";"1.52";"L-783277";"COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"14.78";"0.28";"3.87";"4.76";"0";"CHEMBL1656381";"Inhibition of TYK2 by TR-FRET based LanthaScreen assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649097";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"4100.0"
"CHEMBL5088804";"";"None";"267.29";"0";"2.59";"20";"COc1cc(-c2ccc(O)cc2)cc2cnc(N)nc12";"IC50";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"22.82";"0.42";"3.51";"7.51";"0";"CHEMBL5047429";"Inhibition of human TYK2 (888 to 1178 residues) expressed in insect cells using ULight-JAK-1 Tyr1023 peptide as substrate preincubated for 30 mins followed by substrate addition and further incubated for 30 mins in presence of ATP by FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046242";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.0 hr";"INHIBITOR";"";"6.1"
"CHEMBL1789941";"RUXOLITINIB";"4.0";"306.37";"0";"3.47";"Ruxolitinib";"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"24.55";"0.45";"4.05";"9.04";"1";"CHEMBL4351044";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4350951";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"30.0"
"CHEMBL273564";"GW795493X";"None";"413.36";"1";"5.13";"GW795493X";"Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12";"Inhibition";"'='";"-3.79";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-3.79"
"CHEMBL1230165";"SILMITASERTIB";"2.0";"349.78";"0";"4.88";"Silmitasertib";"O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12";"Kd";"'='";"2382.0";"nM";"5.62";"";"Active";"UO_0000065";"16.08";"0.31";"0.74";"7.49";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"r = 0.96 None";"";"";"2382.0"
"CHEMBL1952329";"SGI-1776";"1.0";"405.42";"0";"4.05";"SGI-1776";"CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL1289601";"LENVATINIB";"4.0";"426.86";"0";"4.07";"Lenvatinib";"COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL3545307";"MERESTINIB";"2.0";"552.54";"2";"5.75";"LY-2801653";"Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL505915";"GSK-1751853A";"None";"601.69";"1";"3.61";"GSK1751853A";"COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2";"Inhibition";"'='";"0.12";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"0.12"
"CHEMBL176553";"GW631581B";"None";"296.33";"0";"4.10";"GW631581B";"COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1";"Inhibition";"'='";"-5.97";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-5.97"
"CHEMBL4062062";"";"None";"411.94";"0";"4.07";"18";"CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(Cl)cc4)cc23)CC[C@]1(C)N";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"19.42";"0.38";"3.93";"8.13";"0";"CHEMBL4054820";"Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"10.0"
"CHEMBL3671805";"";"None";"392.51";"0";"3.12";"31";"Cc1ccncc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"17.18";"0.32";"3.62";"6.06";"0";"CHEMBL4054820";"Inhibition of His-tagged TYK2 (unknown origin) after 3 hrs by Caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052645";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"180.0"
"CHEMBL1909406";"";"None";"333.82";"0";"3.86";"SKF-86002-A2";"Cl.Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1";"Inhibition";"'='";"-8.34";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-8.34"
"CHEMBL4062932";"";"None";"349.39";"0";"2.56";"13b";"C/C=C/C(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4047230";"Inhibition of His-tagged TYK2 (unknown origin) using fluoresceinated peptide as substrate after 3 hrs by caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043231";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2000.0"
"CHEMBL4066730";"";"None";"348.37";"0";"1.90";"13d";"N#CCC(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"16.36";"0.30";"3.80";"4.55";"0";"CHEMBL4047230";"Inhibition of His-tagged TYK2 (unknown origin) using fluoresceinated peptide as substrate after 3 hrs by caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043231";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2000.0"
"CHEMBL4105148";"";"None";"371.23";"0";"4.77";"27";"Cc1nccc(Nc2nccc3nc(-c4c(Cl)cccc4Cl)[nH]c23)n1";"EC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"13.54";"0.27";"0.26";"6.33";"0";"CHEMBL4046592";"Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043190";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"9.4"
"CHEMBL3936356";"";"None";"255.32";"0";"2.90";"BDBM198199";"CC1CCCCC1c1nnn2cnc3[nH]ccc3c12";"IC50";"'='";"56.0";"nM";"7.25";"";"351831";"UO_0000065";"28.40";"0.52";"4.35";"12.32";"0";"CHEMBL3887759";"Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886441";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"56.0"
"CHEMBL1082022";"";"None";"492.53";"1";"5.02";"15";"CNC(=O)c1ccc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)cc1C";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"14.05";"0.26";"1.90";"8.69";"0";"CHEMBL1102773";"Inhibition of GST-tagged TYK2 assessed as inhibition of biotinylated IRS1 substrate phosphorylation after 60 mins by caliper mobility shift assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154949";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"0.12"
"CHEMBL4645613";"";"None";"243.31";"0";"2.46";"11";"Cc1[nH]nc2[nH]c(=O)cc([C@@H]3C[C@H]4CC[C@@H]3C4)c12";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"28.05";"0.52";"4.36";"11.09";"0";"CHEMBL4612624";"Inhibition of N-terminal GST-tagged human TYK2 catalytic domain (871 to 1187 residues) incubated for 40 mins in presence of TK substrate-biotin by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4610114";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.15"
"CHEMBL1088856";"";"None";"499.57";"0";"4.77";"16";"COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"11.72";"0.22";"1.08";"7.05";"0";"CHEMBL1116986";"Inhibition of recombinant GST tagged TYK2 protein after 60 mins using FITC-Ahx-KKSRGDYMTMQIG-NH2 substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"1400.0"
"CHEMBL1088857";"";"None";"489.55";"0";"4.96";"17";"COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)cc(OC)c1OC";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"11.56";"0.21";"0.70";"8.58";"0";"CHEMBL1116986";"Inhibition of recombinant GST tagged TYK2 protein after 60 mins using FITC-Ahx-KKSRGDYMTMQIG-NH2 substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"2200.0"
"CHEMBL1090090";"VX-702";"2.0";"404.32";"0";"3.62";"VX-702";"NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL4084193";"";"None";"None";"None";"None";"RDEA-436";"";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL3359920";"";"None";"301.39";"0";"1.75";"4i";"CC1(C)[C@H](Nc2c(C(N)=O)cnn3cccc23)CC[C@@]1(C)N";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"24.17";"0.45";"5.53";"7.40";"0";"CHEMBL3377595";"Inhibition of TYK2 (unknown origin) by caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352641";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"52.0"
"CHEMBL3359922";"";"None";"274.32";"0";"1.15";"5a";"C[C@]1(O)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"24.88";"0.47";"5.67";"7.37";"0";"CHEMBL3377595";"Inhibition of TYK2 (unknown origin) by caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352641";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"150.0"
"CHEMBL3359925";"";"None";"288.35";"0";"1.40";"5d";"C[C@@]1(CO)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"22.23";"0.42";"5.01";"6.92";"0";"CHEMBL3377595";"Inhibition of TYK2 (unknown origin) by caliper assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352641";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"390.0"
"CHEMBL4787974";"";"None";"423.95";"0";"4.18";"20c";"CNC(=O)c1cnc2[nH]ccc2c1NC1CC2CCC(C1)N2Cc1ccc(Cl)cc1";"GI50";"'='";"1714.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4713249";"Inhibition of TYK2 (unknown origin) transfected in mouse BAF3 cells assessed as cell growth inhibition incubated for 72 hrs by CCK8 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 72.0 hr";"INHIBITOR";"";"1.714"
"CHEMBL4759666";"";"None";"411.94";"0";"4.04";"30b";"CNC(=O)c1cnc2[nH]ccc2c1NC1CCCN(Cc2cccc(Cl)c2)CC1";"IC50";"'='";"59.8";"nM";"7.22";"";"";"UO_0000065";"17.53";"0.34";"3.18";"9.89";"0";"CHEMBL4713242";"Inhibition of recombinant TYK2 (unknown origin) using GFP-STAT1 as substrate incubated for 1 hr followed by anti-pSTAT1 antibody addition and measured after 30 mins by Lanthascreen TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.5 hr";"INHIBITOR";"";"59.8"
"CHEMBL4069942";"";"None";"400.27";"0";"4.53";"21";"CN(C)c1cc(Nc2nccc3nc(-c4c(Cl)cccc4Cl)[nH]c23)ncn1";"Ki";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"23.04";"0.47";"4.69";"11.16";"0";"CHEMBL4046589";"Inhibition of TYK2 (unknown origin) by biochemical assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043190";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"0.0006"
